NAME,BRK_A3,POP_EST,GDP_MD_EST,POP_YEAR,GDP_YEAR,ISO_A3,REGION_UN,SUBREGION,REGION_WB,lng,lat,E_ISO_CODE,E_1970,E_1971,E_1972,E_1973,E_1974,E_1975,E_1976,E_1977,E_1978,E_1979,E_1980,E_1981,E_1982,E_1983,E_1984,E_1985,E_1986,E_1987,E_1988,E_1989,E_1990,E_1991,E_1992,E_1993,E_1994,E_1995,E_1996,E_1997,E_1998,E_1999,E_2000,E_2001,E_2002,E_2003,E_2004,E_2005,E_2006,E_2007,E_2008,E_2009,E_2010,E_2011,E_2012,E_2013,E_2014,E_2015,E_2016,E_2017,E_2018
Marshall Is.,MHL,"74539","180.00","2017","2016",MHL,Oceania,Micronesia,East Asia & Pacific,"170.340","7.004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Mariana Is.,MNP,"52263","682.00","2017","2013",MNP,Oceania,Micronesia,East Asia & Pacific,"145.620","15.829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Virgin Is.,VIR,"107268","3792.00","2017","2013",VIR,Americas,Caribbean,Latin America & Caribbean,"-64.803","17.955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"167358","4882.00","2017","2013",GUM,Oceania,Micronesia,East Asia & Pacific,"144.768","13.442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"51504","711.00","2017","2013",ASM,Oceania,Polynesia,East Asia & Pacific,"-170.718","-14.304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"3351827","131000.00","2017","2016",PRI,Americas,Caribbean,Latin America & Caribbean,"-66.473","18.228",PRI,1.773112723,1.866632200882,1.95364530429,1.95120777895,1.91879799462,1.76544886012,1.75380833586,1.65641381726,1.65836950323,1.5005588597,1.44605713326,1.410907351511,1.30959896293,1.28169974894,1.37919564511,1.31413466154,1.31479694764,1.41520927178,1.40045850778,2.19478286866,2.06420444787,2.0669538771,1.8522849284,1.8296746524,2.0912469701,1.8892272619,2.08368582352,2.12549047338,2.10584019901,2.18535534912,2.19127412926,2.15694508066,2.15276819079,2.38284161751,2.2842772631,2.270877379,2.287042933214,2.27310913568,2.34799558658,2.14893687033,1.84331196738,1.80253585449,2.56193298749,2.64258425064,2.73326079518,2.78959885357,2.98422243420786,2.94703481940763,3.17584552449241
United States of America,USA,"326625791","18560000.00","2017","2016",USA,Americas,Northern America,North America,"-103.107","40.157",USA,4688.522395434,4559.408967249,4807.030715313,4994.593321303,4827.419693754,4612.546577047,4907.271161876,5071.365566266,5066.244675003,5105.068431181,4877.371629453,4807.962053212,4562.165907956,4541.549765384,4751.807294921,4777.184180969,4736.598396796,4893.132185203,5114.119641412,5171.361449087,5063.8554339385,5022.2507186891,5103.47978974105,5222.51488117395,5305.7306071409,5357.61076493188,5505.137689249,5678.9710474119,5692.9892933384,5712.25562713601,5915.63072267188,5858.21560027783,5778.72163388549,5854.52320483342,5937.55360930419,5946.60716655322,5841.16807178999,5919.4917136143,5730.57601006991,5314.84214548979,5555.44408998295,5425.11173894786,5244.13326927302,5316.4632591148,5389.26250695372,5225.39424948874,5161.07286847971,5128.44090661422,5275.47784528208
S. Geo. and the Is.,SGS,"30","0.30","2017","2016",SGS,Seven seas (open ocean),Seven seas (open ocean),Antarctica,"-36.433","-54.465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Br. Indian Ocean Ter.,B69,"4000","160.00","2013","2013",IOT,Seven seas (open ocean),Seven seas (open ocean),Sub-Saharan Africa,"72.445","-7.331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,SHN,"7828","31.10","2017","2010",SHN,Africa,Western Africa,Sub-Saharan Africa,"-9.548","-12.404",SHN,0.00276288693895,0.00276289018895,0.0022336521412,0.00249062916889,0.00265766125986,0.00231154300108,0.00183530642044,0.0033631970575,0.0028400535608,0.0030070037134,0.0032279216111,0.0020627072812167,0.0018252506826762,0.0029545621402384,0.0026348886738819,0.0029337550993223,0.0032525584749475,0.004571758355926,0.005117376877912,0.005200694008781,0.009530630959596,0.005434133685493,0.0051622534788611,0.006451856239874,0.005555782765773,0.005836817844548,0.003492616054039,0.003827002763784,0.0038313532162398,0.0040965292137526,0.0112240408001413,0.0075080285855892,0.0075256992319033,0.0079847691470529,0.0090892750601628,0.00970300451149858,0.00852303343780217,0.00991527113373,0.01037321169842,0.01059486820786,0.01148511257501,0.0120041754072,0.012185070284,0.01486796447488,0.01484262215802,0.01495993333888,0.0153545829830759,0.0170577815823435,0.0177544818361168
Pitcairn Is.,PCN,"54","0.00","2016","2016",PCN,Oceania,Polynesia,East Asia & Pacific,"-128.317","-24.365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,AIA,"17087","175.40","2017","2009",AIA,Americas,Caribbean,Latin America & Caribbean,"-63.065","18.224",AIA,0.00216828960215,0.00216832317577,0.00226374926425,0.00210895620064,0.00235026094761,0.00258403307363,0.00243447391453,0.00253706376542,0.00290161027062,0.00321301340943,0.0044126315203,0.00663977529322,0.00701885537326,0.00608888699909,0.00580113873223,0.00367082590002,0.0031546451567,0.0061258800414,0.00579721811551,0.00614849558542,0.0061144289948,0.00757944175184,0.0079029319634,0.0099522039152,0.0131312633119,0.0163956627663,0.0162133374908,0.0135637539759,0.0124487722325,0.0117508337615,0.0155314395258,0.0159093810699,0.0108578056681,0.0141050723358,0.0134712080418,0.013661205713,0.0128122867303,0.0123545563716,0.0152684915651,0.020160956288,0.0240045198324,0.0260080367764,0.0260232096264,0.0279405237515,0.0278960509127,0.0280054450253,0.0280899776528471,0.0283229761318245,0.0285475659366044
Falkland Is.,B12,"2931","281.80","2014","2012",FLK,Americas,South America,Latin America & Caribbean,"-59.352","-51.745",FLK,0.003513515463122,0.003512768115122,0.004058196099037,0.004447313848161,0.003681828923107,0.00463511751387,0.004101102089224,0.00453167523787,0.004693454869367,0.004410229454682,0.004377093189682,0.00468383601692,0.00440417379233,0.00444300528443,0.00503313846917,0.006752690757989,0.007297906759606,0.008017785893673,0.016593997659288,0.014542797324388,0.013033322419993,0.013890362518794,0.01393501911934,0.0132434385172,0.01316500637703,0.0146380856898,0.01643137027852,0.01720383446911,0.0138498411597,0.01448494411057,0.01371566457388,0.01365840884229,0.01357054473017,0.01354767564291,0.01397970148172,0.01646650424579,0.01728284908676,0.02042993122378,0.02121087089136,0.02198972077229,0.02335492446085,0.023129233743,0.04038080908256,0.038867214536763,0.035968224183509,0.03771949256773,0.0381715205101728,0.0382610110352845,0.0397143363927257
Cayman Is.,CYM,"58441","2507.00","2017","2014",CYM,Americas,Caribbean,Latin America & Caribbean,"-80.912","19.429",CYM,0.02009196490206,0.02010294463806,0.02329269789576,0.02557584053532,0.02114758587635,0.02671375583531,0.02363426465437,0.02616368674331,0.02713063393469,0.0255086809848,0.0253382384188,0.0535150625708,0.0502983245676,0.0507619344781,0.0572696531314,0.06245625602978,0.06722061903423,0.07390333873108,0.15308937859755,0.14744659259194,0.14847436986659,0.15826191050433,0.159189398893,0.1516093601595,0.1499054230428,0.1852233535941,0.1870932775086,0.1777893217891,0.1749217747945,0.1829485544952,0.1736389068035,0.1729090622225,0.1718029021946,0.1715399254946,0.2122497944867,0.1881798517961,0.2124459628171,0.250693225105,0.3187534741023,0.2678662774671,0.28454626818077,0.281795414269,0.4917569186939,0.508071352563,0.4707965402485,0.4931996943362,0.499131797998881,0.503521957977496,0.507186396760487
Bermuda,BMU,"70864","5198.00","2017","2013",BMU,Americas,Northern America,North America,"-64.755","32.314",BMU,0.16120739691845,0.16123307827845,0.1866650547321,0.2048238704488,0.1692757539208,0.21367210208449,0.18888820544894,0.20896374569449,0.21653614638751,0.2034062057724,0.2019029193624,0.1884379872262,0.1771432411825,0.2038688846801,0.2298508256054,0.2195427927137,0.2361548197388,0.3694646798254,0.4221732759783,0.4799962686788,0.3354436234648,0.3180199972187,0.2405961838094,0.2669034834439,0.2638770053525,0.2611002414733,0.3009284214217,0.2859991144627,0.2813681800694,0.2941699228121,0.279235421977,0.2436573974032,0.2762297515933,0.2757790582233,0.31977338396,0.283645161138,0.274744616296,0.377365978088,0.2571526673921,0.3364319446964,0.35727617967595,0.3538318127362,0.6162789729249,0.3832535519473,0.37677575278716,0.428332794294,0.433422050103485,0.437178461462222,0.440307453072398
British Virgin Is.,VGB,"35015","500.00","2017","2010",VGB,Americas,Caribbean,Latin America & Caribbean,"-64.471","18.526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Is.,TCA,"52570","632.00","2017","2007",TCA,Americas,Caribbean,Latin America & Caribbean,"-71.974","21.830",TCA,0.003751442836716,0.003751448736716,0.00435200067324,0.004780646635656,0.00393986379723,0.00498874863117,0.004402478187905,0.00487659085117,0.005055174610694,0.004744422503975,0.004708499599175,0.00501691854119,0.00471135383873,0.00475383350946,0.00536758282654,0.005856128065028,0.006304387970988,0.00693370849142,0.007209202939712,0.006941004553101,0.00698812390163,0.007449351929652,0.00749169870876,0.00713182601676,0.00704970446265,0.00697434562172,0.00706313119078,0.00669057121089,0.00723872994877,0.00757139591001,0.01352869177234,0.01346915963672,0.01338048983827,0.01335753380271,0.01378843496943,0.00545967885818,0.00507686535371,0.03118961808813,0.0635099122905,0.0666634974493,0.10624719249779,0.1052129296059,0.1839464464915,0.19006188768364,0.16557851901396,0.16531906185006,0.16730699150458,0.168776526222616,0.170001947353784
Montserrat,MSR,"5292","43.80","2017","2006",MSR,Americas,Caribbean,Latin America & Caribbean,"-62.185","16.739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,JEY,"98840","5080.00","2017","2015",JEY,Europe,Northern Europe,Europe & Central Asia,"-2.127","49.218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,GGY,"66502","3465.00","2017","2015",GGY,Europe,Northern Europe,Europe & Central Asia,"-2.572","49.468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"88815","7428.00","2017","2014",IMN,Europe,Northern Europe,Europe & Central Asia,"-4.539","54.224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"64769452","2788000.00","2017","2016",GBR,Europe,Northern Europe,Europe & Central Asia,"-1.851","53.335",GBR,682.049211427,673.2333735941,651.5578701709,682.9038009462,639.3416308689,618.4047210481,624.012371725,633.9584655763,631.8463238558,664.185471291,607.1463625404,587.3769566444,573.9013029821,565.6166918129,549.5432111844,576.8930562964,590.9143254962,596.6435574102,597.186174539689,582.7915189981,584.2212904287,592.262536720799,578.7738986618,563.040088083,556.8275239505,547.7182319564,567.0269166447,543.3812203643,546.1896628406,542.1492384568,549.2034978047,562.2340741901,546.9051854902,559.9581472066,560.0063795944,558.482434292,558.9685657634,549.2317812745,534.596007785,483.2620883735,500.5621163503,460.9420911163,484.4500991483,468.9714057576,429.9985845103,413.0237933883,390.449933030919,379.384716384519,371.969846755614
